country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
PRT,manifesto,35220,PCP,Partido Comunista Português,Portuguese Communist Party,1975,2019,18.3,1979,NA,NA,2013-01-01T18:18:01Z,2023-06-05T10:40:00Z,1897,310,2013-01-01T18:36:48Z,PRT,parlgov,514,PCP,Partido Comunista Português,Portuguese Communist Party,1975,2022,15.1,1976,NA,NA,2012-12-30T23:35:05Z,2024-08-13T10:51:57Z,257,2012-12-30T23:48:26Z
PRT,manifesto,35951,PSN,Partido de Solidariedade Nacional,National Solidarity Party,1991,1991,1.7,1991,NA,NA,2013-01-01T18:17:39Z,2023-06-05T10:39:43Z,1790,181,2013-01-01T18:36:50Z,PRT,parlgov,82,PSN,Partido da Solidariedade Nacional,National Solidarity Party,1991,1991,1.7,1991,NA,NA,2012-12-30T23:37:15Z,2024-08-13T10:52:05Z,889,2012-12-30T23:48:30Z
PRT,manifesto,35710,PPM,Partido Popular Monárquico,Popular Monarchist Party,1976,1983,2.2,1980,NA,NA,2013-01-01T18:17:04Z,2023-06-05T10:39:42Z,1624,1480,2013-01-01T18:36:49Z,PRT,parlgov,107,PPM,Partido Popular Monárquico,Popular Monarchist Party,1979,2022,0.5,2022,NA,NA,2012-12-30T23:38:49Z,2024-08-13T10:52:05Z,1349,2012-12-30T23:48:27Z
PRT,manifesto,35312,PRD,Partido Renovador Democrático,Democratic Renewal Party,1985,1987,18.5,1985,NA,NA,2013-01-01T18:16:45Z,2023-06-05T10:39:46Z,1541,1600,2013-01-01T18:36:49Z,PRT,parlgov,341,PRD,Partido Renovador Democrático,Democratic Renewal Party,1985,1987,18.4,1985,NA,NA,2012-12-30T23:35:22Z,2024-08-13T10:52:03Z,343,2012-12-30T23:48:28Z
PRT,manifesto,35313,PSD,Partido Social Democrata,Social Democratic Party,1975,2019,51.3,1987,NA,NA,2013-01-01T18:16:45Z,2023-06-05T10:39:57Z,1539,1359,2013-01-01T18:36:49Z,PRT,parlgov,1273,PSD,Partido Social Democrata,Social Democratic Party,1975,2022,51.6,1991,NA,NA,2012-12-30T23:36:20Z,2024-08-13T10:51:51Z,629,2012-12-30T23:48:28Z
PRT,manifesto,35311,PS,Partido Socialista,Socialist Party,1975,2019,46.4,2005,NA,NA,2013-01-01T18:18:30Z,2023-06-05T10:40:02Z,2035,655,2013-01-01T18:36:50Z,PRT,parlgov,725,PS,Partido Socialista,Socialist Party,1975,2022,46.4,2005,NA,NA,2012-12-30T23:37:00Z,2024-08-13T10:51:57Z,814,2012-12-30T23:48:28Z
PRT,manifesto,35120,PAN,Pessoas-Animais-Natureza,People-Animals-Nature,2015,2019,3.5,2019,NA,NA,2019-01-22T16:59:44Z,2023-06-05T10:39:41Z,29051,97,2019-01-22T16:59:44Z,PRT,parlgov,1781,PAN,Partido pelos Animais e pela Natureza,Party for Animals and Nature,2011,2022,3.5,2019,NA,NA,2012-12-30T23:37:10Z,2024-08-13T10:52:09Z,863,2012-12-30T23:48:30Z
PRT,manifesto,35210,UDP,União Democrática Popular,Popular Democratic Union,1975,1987,2.2,1979,NA,NA,2013-01-01T18:16:42Z,2023-06-05T10:39:57Z,1523,896,2013-01-01T18:36:51Z,PRT,parlgov,260,UDP,União Democrática Popular,Popular Democratic Union,1975,1989,2.2,1979,NA,NA,2012-12-30T23:37:56Z,2024-08-13T10:51:57Z,1094,2012-12-30T23:48:31Z
ROU,manifesto,93420,ALDE,Alianța Liberalilor și Democraților,Alliance of Liberals and Democrats,2016,2016,5.6,2016,NA,NA,2019-01-22T16:59:49Z,2023-06-05T10:39:51Z,29058,5662,2019-01-22T16:59:49Z,ROU,parlgov,2647,PLR|ALDE,Partidul Liberal Reformator | Alianța Liberalilor și Democraților,Liberal Reformist Party | Alliance of Liberals and Democrats,2016,2019,5.6,2016,NA,NA,2018-02-02T21:31:03Z,2024-08-13T10:52:06Z,20346,2018-02-02T21:31:03Z
ROU,manifesto,93411,CDR,Convenţia Democrată România,Democratic Convention of Romania,1992,1996,30.2,1996,NA,"composed of: 17 parties PNT-cd, PER, PSDR, FER, PAC, AFDPdR, SU, AR21Dec89, MRV, UMRL, UU, UNS, PL1993, PUD, PUDC, SPFMTR, PNL-CD composed of: 13 parties PNT-cd, PNL, PNL-CD, PER, PAR, FER, AC, AFDPR, SU, AR21Dec89, MRV, UMRL, UNS",2013-01-01T18:18:26Z,2023-06-05T10:40:01Z,2017,192,2013-01-01T18:36:52Z,ROU,parlgov,356,CDR,Convenţia Democrată Română,Romanian Democratic Convention,1992,2000,30.2,1996,NA,NA,2012-12-30T23:35:16Z,2024-08-13T10:52:02Z,313,2012-12-30T23:48:35Z
ROU,manifesto,93111,MER,Mişcarea Ecologistă din România,Ecological Movement of Romania,1990,1990,2.6,1990,NA,NA,2013-01-01T18:16:47Z,2023-06-05T10:39:55Z,1549,1511,2013-01-01T18:36:54Z,ROU,parlgov,1639,MER,Miscarea Ecologista din Romania,Romanian Ecological Movement,1990,1996,2.6,1990,NA,NA,2012-12-30T23:35:12Z,2024-08-13T10:52:08Z,291,2012-12-30T23:48:37Z
ROU,manifesto,93221,PD,Partidul Democrat,Democratic Party,1990,2000,66.3,1990,NA,NA,2013-01-01T18:16:31Z,2023-06-05T10:39:56Z,1474,1715,2015-07-31T17:06:13Z,ROU,parlgov,419,PD,Partidul Democrat,Democratic Party,1990,2007,66.3,1990,NA,NA,2012-12-30T23:34:57Z,2024-08-13T10:52:06Z,213,2012-12-30T23:48:39Z
ROU,manifesto,93810,PDAR,Partidul Democrat Agrar din România,Democratic Agrarian Party of Romania,1990,1992,3,1992,NA,NA,2013-01-01T18:17:48Z,2023-06-05T10:39:46Z,1832,1085,2013-01-01T18:36:55Z,ROU,parlgov,1299,PDAR,Partidul Democrat Agrar din România,Democratic Agrarian Party of Romania,1990,1992,3,1992,NA,NA,2012-12-30T23:38:31Z,2024-08-13T10:51:55Z,1260,2012-12-30T23:48:40Z
ROU,manifesto,93530,PDL,Partidul Democrat Liberal,Democratic Liberal Party,2008,2008,32.4,2008,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:56Z,3659,660,2014-06-14T21:49:19Z,ROU,parlgov,958,PD-L,Partidul Democrat-Liberal,Democratic Liberal Party,2008,2014,32.4,2008,NA,NA,2012-12-30T23:35:26Z,2024-08-13T10:52:08Z,367,2012-12-30T23:48:40Z
ROU,manifesto,93112,PER,Partidul Ecologist Român,Romanian Ecological Party,1990,1990,1.7,1990,NA,NA,2013-01-01T18:17:59Z,2023-06-05T10:39:55Z,1887,1373,2013-01-01T18:36:55Z,ROU,parlgov,792,PER,Partidul Ecologist Român,Romanian Ecologist Party,1990,2020,1.7,1990,NA,NA,2012-12-30T23:36:09Z,2024-08-13T10:52:09Z,576,2012-12-30T23:48:40Z
ROU,manifesto,93540,PMP,Partidul Mișcarea Populară,People's Movement Party,2016,2016,5.3,2016,NA,NA,2019-01-22T16:59:55Z,2023-06-05T10:39:45Z,29063,3210,2019-01-22T16:59:55Z,ROU,parlgov,2395,PMP,Partidul Mișcarea Populară,People's Movement Party,2014,2020,5.3,2016,NA,NA,2015-02-19T11:45:23Z,2024-08-13T10:52:01Z,8086,2015-02-20T15:23:45Z
ROU,manifesto,93430,PNL,Partidul Naţional Liberal,National Liberal Party,1990,2016,20,2016,NA,NA,2013-01-01T18:17:32Z,2023-06-05T10:40:00Z,1755,481,2022-05-27T16:21:59Z,ROU,parlgov,1015,PNL,Partidul Naţional Liberal,National Liberal Party,1990,2020,31.3,2004,NA,NA,2012-12-30T23:38:08Z,2024-08-13T10:52:07Z,1152,2012-12-30T23:48:42Z
ROU,manifesto,93521,PNŢCD,Partidul Naţional Ţărănesc Creştin şi Democrat,Christian Democratic National Peasants’ Party,1990,1990,2.6,1990,NA,NA,2013-01-01T18:16:45Z,2023-06-05T10:39:42Z,1540,1750,2013-01-01T18:36:56Z,ROU,parlgov,888,PNT-CD,Partidul Naţional Ţărănesc Creştin Democrat,Christian-Democratic National Peasants' Party,1990,2012,2.6,1990,NA,NA,2012-12-30T23:38:44Z,2024-08-13T10:52:03Z,1325,2012-12-30T23:48:43Z
ROU,manifesto,93981,PP-DD,Partidul Poporului - Dan Dianconescu,People's Party - Dan Dianconescu,2012,2012,14,2012,NA,NA,2015-11-17T11:43:36Z,2023-06-05T10:39:47Z,15486,2474,2015-11-17T11:52:28Z,ROU,parlgov,2130,PP-DD,Partidul Poporului – Dan Diaconescu,People's Party -- Dan Diaconescu,2012,2014,14,2012,NA,NA,2014-02-08T21:29:48Z,2024-08-13T10:51:54Z,3861,2014-06-15T10:30:01Z
ROU,manifesto,93714,PR,Partidul Republican,Republican Party,1990,1990,0,1990,NA,NA,2013-01-01T18:18:07Z,2023-06-05T10:40:03Z,1926,1457,2019-09-09T23:40:38Z,ROU,parlgov,2098,PaRe,Partidul Republican,Republican Party,1992,1992,1.6,1992,NA,NA,2012-12-30T23:36:54Z,2024-08-13T10:51:56Z,787,2012-12-30T23:48:44Z
ROU,manifesto,93712,PRM,Partidul România Mare,Greater Romania Party,1992,2004,19.5,2000,NA,NA,2013-01-01T18:18:06Z,2023-06-05T10:39:41Z,1918,1305,2013-01-01T18:36:56Z,ROU,parlgov,713,PRM,Partidul România Mare,Greater Romania Party,1992,2016,19.5,2000,NA,NA,2012-12-30T23:36:54Z,2024-08-13T10:51:52Z,783,2012-12-30T23:48:45Z
ROU,manifesto,93320,PSDR,Partidul Social Democrat Român,Romanian Social Democratic Party,1990,1990,0.5,1990,NA,NA,2013-01-01T18:17:45Z,2023-06-05T10:39:55Z,1818,1034,2015-07-31T17:13:01Z,ROU,parlgov,1601,PSDR,Partidul Social Democrat Român,Romanian Social Democratic Party,1990,1996,0.5,1990,NA,NA,2012-12-30T23:35:35Z,2024-08-13T10:52:07Z,411,2012-12-30T23:48:45Z
ROU,manifesto,93713,PSM,Partidul Socialist al Muncii,Socialist Labour Party,1992,1992,3,1992,NA,NA,2013-01-01T18:18:21Z,2023-06-05T10:39:42Z,1992,1217,2013-01-01T18:36:58Z,ROU,parlgov,562,PSM,Partidul Socialist al Muncii,Socialist Party of Labour,1992,1996,3,1992,NA,NA,2012-12-30T23:35:09Z,2024-08-13T10:52:05Z,276,2012-12-30T23:48:47Z
ROU,manifesto,93222,PSDR,Partidul Socialist Democratic Român,Romanian Socialist Democratic Party,1990,1990,1,1990,NA,NA,2013-01-01T18:17:50Z,2023-06-05T10:39:41Z,1842,1078,2013-01-01T18:36:57Z,ROU,parlgov,307,PSoDR,Partidul Socialist Democrat Român,Romanian Socialist Democratic Party,1990,1990,1,1990,NA,NA,2012-12-30T23:36:46Z,2024-08-13T10:52:03Z,746,2012-12-30T23:48:46Z
ROU,manifesto,93711,PUNR,Partidul Unitãţii Naţiunii Române,Romanian National Unity Party,1990,1996,7.7,1992,NA,NA,2013-01-01T18:18:21Z,2023-06-05T10:39:43Z,1989,1451,2013-01-01T18:36:58Z,ROU,parlgov,648,PUNR,Partidul Unitatii Naţionale a Romanilor,Romanian National Unity Party,1990,2000,7.7,1992,NA,NA,2012-12-30T23:35:10Z,2024-08-13T10:51:52Z,282,2012-12-30T23:48:47Z
ROU,manifesto,93951,UDMR/RMDSz,Uniunea Democratã Maghiarã din România/ Romániai Magyar Demokrata Szövetség,Hungarian Democratic Alliance of Romania,1990,2016,7.5,1992,NA,NA,2013-01-01T18:16:23Z,2023-06-05T10:39:38Z,1438,1105,2013-01-01T18:36:54Z,ROU,parlgov,948,UDMR,Uniunea Democrată Maghiară din România,Democratic Union of Hungarians in Romania,1990,2020,7.5,1992,NA,NA,2012-12-30T23:38:46Z,2024-08-13T10:51:55Z,1335,2012-12-30T23:48:48Z
ROU,manifesto,93440,USR,Uniunea Salvati România,Save Romania Union,2016,2016,8.9,2016,NA,NA,2019-01-22T16:59:41Z,2023-06-05T10:39:46Z,29048,5969,2019-01-22T16:59:41Z,ROU,parlgov,2646,USR|PLUS,"Uniunea Salvați România | Partidul Libertate, Unitate și Solidaritate","Save Romania Union | Party of Liberty, Unity and Solidarity",2016,2020,15.4,2020,NA,NA,2019-07-26T05:36:24Z,2024-08-13T10:52:08Z,34580,2019-07-26T05:36:24Z
ROU,manifesto,93322,USD,Uniunea Social Democrat,Social Democratic Union,1996,1996,12.9,1996,NA,NA,2013-01-01T18:16:40Z,2023-06-05T10:39:42Z,1515,120,2017-11-20T19:45:08Z,ROU,parlgov,1120,PSD,Partidul Social Democrat,Social Democratic Party,1992,2020,58.6,2012,NA,NA,2012-12-30T23:35:07Z,2024-08-13T10:51:58Z,267,2012-12-30T23:48:45Z
SVK,manifesto,96431,ADSR,Aliancia demokratov Slovenskej republiky,Alliance of Democrats of the Slovak Republic,1992,1992,0,1992,NA,in March 1993 8 deputies left HZDS to form ADSR; these participated in govenment 03.94-09.94,2013-01-01T18:16:30Z,2023-06-05T10:39:50Z,1466,295,2013-01-01T18:36:59Z,SVK,parlgov,1624,ADS,Aliancia demokratov Slovenska,Alliance of Democrats,1900,2024,NA,NA,NA,NA,2012-12-30T23:38:38Z,2024-08-13T10:52:04Z,1294,2012-12-30T23:48:50Z
SVK,manifesto,96424,ANO,Aliancia nového občana,Alliance of the New Citizen,2002,2002,8,2002,NA,NA,2013-01-01T18:17:48Z,2023-06-05T10:40:02Z,1830,217,2013-01-01T18:37:00Z,SVK,parlgov,1200,ANO,Aliancia nového občana,Alliance of the New Citizen,2002,2012,8,2002,NA,NA,2012-12-30T23:34:42Z,2024-08-13T10:52:09Z,132,2012-12-30T23:48:50Z
SVK,manifesto,96420,DS,Democratická Strana,Democratic Party,1990,1990,4.4,1990,NA,NA,2013-01-01T18:17:00Z,2023-06-05T10:39:54Z,1607,983,2013-01-01T18:37:00Z,SVK,parlgov,1000,DS,Demokratická strana,Democratic Party,1990,1994,4.4,1990,NA,NA,2012-12-30T23:36:47Z,2024-08-13T10:51:56Z,749,2012-12-30T23:48:51Z
SVK,manifesto,96711,HZDS,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,1992,2010,37.3,1992,NA,with tiny coalition partner: RRS Peasants’ Party of Slovakia and including candidates of SGA,2013-01-01T18:18:06Z,2023-06-05T10:39:56Z,1919,560,2013-01-01T18:37:01Z,SVK,parlgov,1142,HZDS,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,1992,2010,37.3,1992,NA,NA,2012-12-30T23:37:58Z,2024-08-13T10:51:55Z,1104,2012-12-30T23:48:52Z
SVK,manifesto,96222,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,2002,2002,6.3,2002,NA,NA,2013-01-01T18:18:25Z,2023-06-05T10:39:46Z,2009,340,2013-01-01T18:37:02Z,SVK,parlgov,44,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,1994,2014,6.3,2002,NA,NA,2012-12-30T23:35:24Z,2024-08-13T10:52:10Z,351,2012-12-30T23:48:52Z
SVK,manifesto,96720,ĽSNS,Kotleba – Ľudová strana Naše Slovensko,Kotleba – People's Party Our Slovakia,2016,2016,8,2016,NA,NA,2019-01-22T16:59:48Z,2023-06-05T10:39:42Z,29056,656,2019-01-22T17:10:28Z,SVK,parlgov,586,LsNS,Ľudová strana Naše Slovensko,People's Party Our Slovakia,2010,2020,8,2016,NA,NA,2012-12-30T23:36:20Z,2024-08-13T10:51:58Z,630,2012-12-30T23:49:04Z
SVK,manifesto,96521,KDH,Kresťanskodemokratické hnutie,Christian Democratic Movement,1990,2016,19.2,1990,NA,NA,2013-01-01T18:18:24Z,2023-06-05T10:39:53Z,2006,63,2013-01-01T18:37:03Z,SVK,parlgov,1432,KDH,Kresťanskodemokratické hnutie,Christian Democratic Movement,1990,2020,19.2,1990,NA,NA,2012-12-30T23:36:35Z,2024-08-13T10:52:09Z,701,2012-12-30T23:48:54Z
SVK,manifesto,96954,MOS/MPP,Maďarská občianska strana/Magyar Polgári Párt,Hungarian Civic Party,1994,1994,0,1994,NA,NA,2013-01-01T18:17:15Z,2023-06-05T10:39:54Z,1678,2284,2014-06-14T21:45:17Z,SVK,parlgov,2246,MOS,Maďarská občianska strana – Magyar polgári párt,Hungarian Civic Party,1992,1994,2.3,1992,NA,NA,2014-02-08T21:29:38Z,2024-08-13T10:52:06Z,3793,2014-05-16T21:27:55Z
SVK,manifesto,96955,NA,Most-Híd,Bridge,2010,2016,6.9,2012,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:55Z,3578,258,2014-06-14T21:48:43Z,SVK,parlgov,1620,MH,Most-Híd,Most-Hid,2010,2020,8.1,2010,NA,NA,2012-12-30T23:37:14Z,2024-08-13T10:51:53Z,883,2012-12-30T23:48:54Z
SVK,manifesto,96712,NDS,Národnodemokratická strana - Nová alternatíva,National Democratic Party - New Alternative,1994,1994,0,1994,NA,participated in government 03.94-09.94,2013-01-01T18:18:30Z,2023-06-05T10:39:52Z,2034,1174,2013-01-01T18:37:03Z,SVK,parlgov,1228,NDS,Národno-demokratická strana,National Democratic Party,1900,2024,NA,NA,NA,NA,2012-12-30T23:38:17Z,2024-08-13T10:51:57Z,1189,2012-12-30T23:48:55Z
SVK,manifesto,96610,OKS,Občianska konzervatívna strana,Civic Conservative Party,2010,2010,2.3,2010,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:39:54Z,3611,665,2014-06-14T21:43:20Z,SVK,parlgov,1645,OKS,Obcianska konzervatívna strana,Civic Conservative Party,2004,2014,6.8,2014,NA,NA,2012-12-30T23:38:45Z,2024-08-13T10:51:56Z,1327,2012-12-30T23:48:55Z
SVK,manifesto,96620,OľaNO,Obyčajní Ľudia a nezávislé osobnosti,Ordinary People and Independent Personalities,2012,2016,11,2016,NA,NA,2014-02-08T21:29:16Z,2023-06-05T10:40:01Z,3703,2130,2014-06-07T18:18:26Z,SVK,parlgov,1759,OLaNO,Obyčajní ľudia a nezávislé osobnosti,Ordinary People and Independent,2010,2020,25,2020,NA,NA,2012-12-30T23:35:28Z,2024-08-13T10:52:04Z,375,2014-05-16T21:21:00Z
SVK,manifesto,96630,NA,Sieť,Network,2016,2016,5.6,2016,NA,NA,2019-01-22T16:59:51Z,2023-06-05T10:39:52Z,29059,4872,2019-01-22T16:59:51Z,SVK,parlgov,2624,S,Sieť,Network,2016,2016,5.6,2016,NA,NA,2016-06-08T07:43:20Z,2024-08-13T10:51:58Z,16307,2016-06-08T14:01:10Z
SVK,manifesto,96440,SaS,Sloboda a Solidarita,Freedom and Solidarity,2010,2016,12.1,2010,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:39:44Z,3599,1386,2014-06-07T18:18:34Z,SVK,parlgov,1460,SaS,Sloboda a solidarita,Freedom and Solidarity,2009,2020,12.1,2010,NA,NA,2012-12-30T23:34:56Z,2024-08-13T10:51:52Z,207,2012-12-30T23:48:56Z
SVK,manifesto,96523,SDKÚ-DS,Slovenská demokratická a kresťanská únia - Demokratická strana,Slovak Democratic and Christian Union - Democartic Party,2002,2012,18.4,2006,NA,NA,2013-01-01T18:16:43Z,2023-06-05T10:39:39Z,1528,1617,2014-02-15T22:47:35Z,SVK,parlgov,131,SDKU-DS,Slovenská demokratická a kresťanská únia – Demokratická strana,Slovak Democratic and Christian Union -- Democratic Party,2002,2014,18.4,2006,NA,NA,2012-12-30T23:35:26Z,2024-08-13T10:52:00Z,364,2012-12-30T23:48:57Z
SVK,manifesto,96522,SDK,Slovenská demokratická koalicia,Slovak Democratic Coalition,1998,1998,26.3,1998,NA,"composed of: KDH, DU, SDSS, and SZS",2013-01-01T18:16:15Z,2023-06-05T10:39:53Z,1403,226,2013-01-01T18:37:04Z,SVK,parlgov,313,SDK,Slovenská demokratická koalícia,Slovak Democratic Coalition,1998,1998,26.3,1998,NA,NA,2012-12-30T23:34:52Z,2024-08-13T10:52:08Z,185,2012-12-30T23:48:58Z
SVK,manifesto,96710,SNS,Slovenská národná strana,Slovak National Party,1990,2016,13.9,1990,NA,NA,2013-01-01T18:18:12Z,2023-06-05T10:40:02Z,1947,730,2013-01-01T18:37:04Z,SVK,parlgov,1072,SNS,Slovenská národná strana,Slovak National Party,1990,2020,13.9,1990,NA,NA,2012-12-30T23:34:47Z,2024-08-13T10:52:07Z,159,2012-12-30T23:48:58Z
SVK,manifesto,96725,NA,Sme Rodina,We Are Family,2016,2016,6.6,2016,NA,NA,2019-01-22T16:59:39Z,2023-06-05T10:39:48Z,29045,4873,2019-01-22T17:10:30Z,SVK,parlgov,2623,SR,Sme Rodina – Boris Kollár,We are family -- Boris Kollar,2016,2020,8.2,2020,NA,NA,2016-06-08T07:43:21Z,2024-08-13T10:52:06Z,16308,2016-06-08T14:04:11Z
SVK,manifesto,96423,Smer,Smer-Sociálna Demokracia,Direction-Social Democracy,2002,2016,44.4,2012,NA,NA,2013-01-01T18:17:21Z,2023-06-05T10:39:49Z,1704,311,2013-01-01T18:37:05Z,SVK,parlgov,220,Smer,Smer – sociálna demokracia,Direction -- Social Democracy,2002,2020,44.4,2012,NA,NA,2012-12-30T23:34:55Z,2024-08-13T10:52:06Z,200,2012-12-30T23:48:58Z
SVK,manifesto,96221,SV,Spoločná Voľba,Common Choice,1994,1994,10.4,1994,NA,composed of: SDA Strana demokratickej l´avice (Party of the Democratic Left) SDSS Socialno-demokratická strana Slovenska (Social Democratic Party) SZS Strana zelenýnch na Slovenska (Green Party) HP Hnutie polnohospodárov (Peasant Movement),2013-01-01T18:17:33Z,2023-06-05T10:39:51Z,1758,205,2013-01-01T18:37:05Z,SVK,parlgov,527,SV,Spoločná voľba,Common Choice,1994,1994,10.4,1994,NA,NA,2012-12-30T23:37:26Z,2024-08-13T10:51:55Z,946,2012-12-30T23:49:00Z
SVK,manifesto,96220,SDľ,Strana demokratickej ľavice,Party of the Democratic Left,1990,2002,14.7,1992,NA,NA,2013-01-01T18:16:08Z,2023-06-05T10:39:56Z,1370,1242,2013-01-01T18:37:02Z,SVK,parlgov,1415,SDL,Strana demokratickej ľavice,Party of the Democratic Left,1990,2002,14.7,1992,NA,NA,2012-12-30T23:37:20Z,2024-08-13T10:52:02Z,914,2012-12-30T23:49:01Z
SVK,manifesto,96952,SMK/MKP,Strana maďarskej koalície/Magyar koalícío partja,Party of the Hungarian Coalition,1990,2006,11.7,2006,NA,composed of Együttélés (Coexistence)  Madarské krestansko-demokratické hnutie (Hungarian Christian Democratic Movement),2013-01-01T18:17:47Z,2023-06-05T10:39:44Z,1827,349,2014-02-15T22:47:35Z,SVK,parlgov,559,MK,Maďarskej koalície – Magyar koalíció,Hungarian Coalition,1990,2020,11.7,2006,NA,NA,2012-12-30T23:35:13Z,2024-08-13T10:52:06Z,300,2012-12-30T23:49:01Z
SVK,manifesto,96422,SOP,Strana občianskeho porozumenia,Party of Civic Understanding,1998,1998,8,1998,NA,NA,2013-01-01T18:17:08Z,2023-06-05T10:39:42Z,1646,9,2013-01-01T18:37:06Z,SVK,parlgov,1016,SOP,Strana občianskeho porozumenia,Party of Civic Understanding,1998,1998,8,1998,NA,NA,2012-12-30T23:36:10Z,2024-08-13T10:51:55Z,580,2012-12-30T23:49:02Z
SVK,manifesto,96111,SZ,Strana zelených Slovenska,Green Party of Slovakia,1990,1990,3.5,1990,NA,NA,2013-01-01T18:17:33Z,2023-06-05T10:39:59Z,1761,1569,2013-01-01T18:37:05Z,SVK,parlgov,874,SZS,Strana zelených,Green Party,1990,2009,3.5,1990,NA,NA,2012-12-30T23:38:46Z,2024-08-13T10:52:04Z,1332,2012-12-30T23:49:02Z
SVK,manifesto,96430,VPN,Verejnosť proti násiliu,Public Against Violence,1990,1990,29.4,1990,NA,NA,2013-01-01T18:16:41Z,2023-06-05T10:39:58Z,1520,5,2013-01-01T18:37:06Z,SVK,parlgov,1061,VPN,Verejnosť proti násiliu,Public against Violence,1990,1992,29.4,1990,NA,NA,2012-12-30T23:36:34Z,2024-08-13T10:51:59Z,696,2012-12-30T23:49:02Z
SVK,manifesto,96210,ZRS,Zdruzenie robotníkov Slovenska,Workers’ Association of Slovakia,1994,1994,7.3,1994,NA,NA,2013-01-01T18:16:11Z,2023-06-05T10:39:43Z,1385,230,2013-01-01T18:37:07Z,SVK,parlgov,1563,ZRS,Združenie robotníkov Slovenska,Association of Workers of Slovakia,1994,1998,7.3,1994,NA,NA,2012-12-30T23:35:40Z,2024-08-13T10:52:01Z,438,2012-12-30T23:49:03Z
SVN,manifesto,97951,DeSUS,Demokraticna Stranka Upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,1996,2018,10.2,2014,NA,NA,2013-01-01T18:18:17Z,2023-06-05T10:39:44Z,1970,467,2013-01-01T18:37:07Z,SVN,parlgov,1587,DeSUS,Demokratična stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,1996,2019,10.2,2014,NA,NA,2012-12-30T23:37:55Z,2024-08-13T10:51:55Z,1090,2012-12-30T23:49:05Z
SVN,manifesto,97430,DSS,Demokratska Stranka Slovenje,Democratic Party of Slovenia,1990,1992,9.5,1990,NA,NA,2013-01-01T18:18:20Z,2023-06-05T10:39:40Z,1986,1479,2013-01-01T18:37:08Z,SVN,parlgov,143,DS,Demokratska stranka,Democratic Party,1992,1996,5,1992,NA,NA,2012-12-30T23:34:39Z,2024-08-13T10:51:59Z,112,2012-12-30T23:49:06Z
SVN,manifesto,97450,LGV,Državljanska lista Gregorja Viranta,Gregor Virant's Civic List,2011,2011,8.4,2011,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:39:42Z,3585,98,2014-05-16T21:09:38Z,SVN,parlgov,1988,DL,Državljanska lista,Civic List,2011,2014,8.4,2011,NA,NA,2012-12-30T23:34:47Z,2024-08-13T10:51:57Z,157,2012-12-30T23:49:07Z
SVN,manifesto,97230,NA,Levica,The Left,2018,2018,9.3,2018,NA,NA,2023-06-05T10:39:48Z,2023-06-05T10:39:48Z,59054,6131,2023-06-05T10:39:48Z,SVN,parlgov,2670,L,Levica,The Left,2018,2022,9.3,2018,NA,NA,2018-08-01T22:19:32Z,2024-08-13T10:52:01Z,25010,2018-08-23T10:17:41Z
SVN,manifesto,97421,LDS,Liberalna Democracija Slovenije,Liberal Democracy of Slovenia,1990,2011,36.3,2000,NA,", formerly: ZSMS Liberalna Stranka (Liberal Party)",2013-01-01T18:16:28Z,2023-06-05T10:39:44Z,1458,975,2013-01-01T18:37:08Z,SVN,parlgov,1252,LDS,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,1990,2011,36.3,2000,NA,NA,2012-12-30T23:35:30Z,2024-08-13T10:51:58Z,384,2012-12-30T23:49:07Z
SVN,manifesto,97341,LMŠ,Lista Marjana Šarca,List of Marjan Šarec,2018,2018,12.6,2018,NA,NA,2023-06-05T10:39:47Z,2023-06-05T10:39:47Z,59052,6132,2023-06-05T10:39:47Z,SVN,parlgov,2668,LMS,Lista Marjana Šarca,List of Marjan Sarec,2018,2022,12.6,2018,NA,NA,2018-08-01T22:19:27Z,2024-08-13T10:51:52Z,25006,2018-08-23T10:18:10Z
SVN,manifesto,97340,PS,Lista Zorana Jankovića - Pozitivna Slovenija,Zoran Janković's List - Positive Slovenia,2011,2011,28.5,2011,NA,NA,2014-02-08T21:29:18Z,2023-06-05T10:40:02Z,3742,1773,2014-05-16T20:59:48Z,SVN,parlgov,1987,LZJ-PS,Lista Zorana Jankovića – Pozitivna Slovenija,Zoran Jankovic's List -- Positive Slovenia,2011,2014,28.5,2011,NA,NA,2012-12-30T23:34:32Z,2024-08-13T10:51:55Z,76,2012-12-30T23:49:08Z
